世界知识产权组织	知识产权	-1.0	0.0391195374210107
世界贸易组织	泰国	-1.0	-0.05619950301149877
丛台	景点	1.0	0.46612888860426227
丛台	邯郸	-1.0	-0.3402069594987023
东京大学	地震	-1.0	-0.08958208785254151
东北农业大学	黑龙江	-1.0	-0.42731228560627327
东北虎林园	哈尔滨	-1.0	-0.4527443251033207
东北虎林园	黑龙江	-1.0	-0.32852621965836754
东华大学	上海	-1.0	-0.36679754075260634
东南大学	中国大学	1.0	0.23240535362615125
东南大学	大学	1.0	0.09622837397789585
东南大学	学校	1.0	0.4557385587890104
东帝汶	东南亚	-1.0	-0.12523251527953586
东帝汶	乌克兰	-1.0	-0.2444874233666287
东帝汶	摩尔多瓦	-1.0	-0.2255206318160614
东帝汶	马来西亚	-1.0	-0.25464747379309577
东昌湖	聊城	-1.0	-0.5041019964426693
东沙群岛	台湾	-1.0	-0.27791428386675565
东钱湖	浙江	-1.0	-0.602359763585689
两口子	风俗	-1.0	-0.11013464623918576
个人所得税	社会科学	-1.0	-0.21088621277715525
个人所得税	税务	-1.0	0.01961492410305304
个人所得税	财政学	-1.0	-0.28599502752649597
个人简历	求职	-1.0	0.17770473984252275
中北大学	山西	-1.0	-0.4966012364393272
中华人民共和国国务院	国务院	1.0	0.18775154328716756
中华人民共和国国务院	国家机关	1.0	0.23057062128605857
中华人民共和国国务院	机关	1.0	0.2937953771061724
中华人民共和国国务院	机构	1.0	0.23084513825879635
中华人民共和国国务院	职业	-1.0	0.015227570578984924
中华人民共和国国务院	蒙古	-1.0	-0.19914942119776166
中华人民共和国国务院	马来西亚	-1.0	-0.03544556044355666
中华鲟	动物学	-1.0	-0.19931572238771428
中华鲟	自然科学	-1.0	-0.325077104857519
中南财经政法大学	武汉	-1.0	-0.43623132563869127
中国人民政治协商会议	共产党	-1.0	-0.02417771154805081
中国人民政治协商会议	民主	-1.0	0.1308828433076586
中国人民政治协商会议	民进党	-1.0	0.11392524019490553
中国医科大学	沈阳	-1.0	-0.3472256811143401
中国地质大学	中国大学	1.0	0.2627031234215224
中国政法大学	政法	-1.0	0.025460038679452558
中国电信集团公司	中国电信	-1.0	-0.05177332235191713
中国矿业大学	兰州大学	-1.0	-0.1809673279564327
中国青年报	共青团	-1.0	-0.06054162620780736
中国青年报	宣传	-1.0	-0.060602458479286594
中国青年报	新闻	-1.0	-0.022708808328169818
中央处理器	信息系统	-1.0	-0.13637788668332546
中央处理器	大学	-1.0	-0.1160063999826617
中子弹	军事学	-1.0	-0.33026791878066175
中子弹	核武器	1.0	0.2278329277958026
中子弹	武器	1.0	0.29071320265214534
中子星	天文	-1.0	0.017069887260645226
中子星	自然科学	-1.0	-0.6067693920498729
中山装	时装	-1.0	0.28315856670114664
中山装	服装	1.0	0.3279207259093251
中山装	服饰	1.0	0.25369387470334825
中山装	生活	-1.0	-0.310728712938297
中山陵	南京	-1.0	-0.34220727013903385
中山陵	孙中山	-1.0	-0.29454587397551013
中山陵	陵墓	1.0	0.24798129637172217
中微子	核物理	-1.0	-0.31727272876369284
中心法则	自然科学	-1.0	-0.4281737359956904
中性笔	文具	1.0	0.32956324972870266
中流砥柱	成语	1.0	0.120443946105933
中流砥柱	景点	-1.0	0.1324677117042764
中生代	自然	-1.0	0.08264411756755544
中生代	自然科学	-1.0	-0.42702090028746825
中秋节	圣诞节	-1.0	0.11504190825511164
中秋节	新年	-1.0	0.07811612464304442
中秋节	月饼	-1.0	0.11308210030567319
中秋节	生活	-1.0	-0.16135178330835398
中药	自然科学	-1.0	-0.2840940005356249
中药	黑龙江	-1.0	-0.20690103760042194
丰子恺	作家	1.0	0.19327293767322093
丰子恺	画家	1.0	0.2746479392565996
丰子恺	艺术大师	1.0	0.22281434256392688
丰润区	华北	-1.0	-0.20933450833221043
丰润区	河北	-1.0	-0.5023551275067178
丰胸	生活	-1.0	-0.29201649243765493
丰臣秀吉	人物	1.0	0.5551511722373533
临城县	河北	-1.0	-0.6709950972730527
临城县	行政区划	1.0	0.5845783035816053
临城县	邢台市	-1.0	-0.2621014455608622
临沂	山东	-1.0	-0.6011683192111306
丹田	气功	-1.0	-0.1912590384052311
丹霞山	地质公园	1.0	0.4204236869131643
主板	数码	-1.0	-0.07940055673100638
主语	朝鲜语	-1.0	0.13251777156097827
主语	社会科学	-1.0	-0.46863203223831457
主语	英语	-1.0	-0.1255332383673583
主频	硬件	-1.0	-0.15267512548385348
乌云其木格	履历	-1.0	-0.04006624214794346
乌云其木格	蒙古族	-1.0	-0.04519477469298835
乌兰夫	人物	1.0	0.21880224504784673
乌兰夫	军事家	1.0	0.11278417667116306
乌兰夫	领导人	1.0	0.12476136713460416
乌兰巴托	蒙古国	-1.0	-0.18207895782749728
乌兹别克斯坦	中亚	-1.0	-0.22454280760606957
乌兹别克斯坦	尼泊尔	-1.0	-0.3510305333111938
乌干达	城市	-1.0	0.1348957463403249
乌干达	非洲联盟	-1.0	-0.07916823961702638
乌龙球	体育比赛	-1.0	0.051929195701850846
乐毅	战国	-1.0	-0.39051975674496087
乐毅	燕国	-1.0	-0.47046487324174974
乒乓球	体育项目	1.0	0.3056946004652868
乒乓球	球类运动	1.0	0.22193864669842175
乔石	人物	1.0	0.13957835262651747
乔石	博山	-1.0	-0.24584202643323153
乔石	毛泽东	-1.0	0.05446799273410671
乔石	领导人	1.0	0.23813663481177597
乙烯	化学品	1.0	0.4616867704130504
乙烯	有机化学	-1.0	-0.39800352519326426
乙烯	有机物	1.0	0.42720224354213887
乙烯	气体	1.0	0.4206344005793803
乙烯	自然科学	-1.0	-0.6177033240078456
乙酸	有机化学	-1.0	-0.3889160410279053
乙酸	林学	-1.0	-0.3768816382406396
乙酸	石油工业	-1.0	-0.1547374301394283
乙酸	自然科学	-1.0	-0.6428142341978141
乙醇	化学品	1.0	0.4261590110578604
乙醇	化学工业	-1.0	-0.02375513018879952
乙醇	有机化学	-1.0	-0.35890649133977687
乙醇	有机物	1.0	0.4265256044454506
乙醇	石油工业	-1.0	-0.19748894138102183
乙醇	药品	1.0	0.2973996693101579
乙醚	自然科学	-1.0	-0.6001634470189152
乞力马扎罗山	火山	1.0	0.259431081816387
也门	世界	-1.0	-0.04387359122436955
也门	亚洲	-1.0	-0.14620575444668557
也门	国家	1.0	0.31475646282095854
乡村音乐	美国	-1.0	-0.1910441507804163
书	电子书	-1.0	-0.016395316967032527
书记	宗教	-1.0	0.19150925221663903
书记	社会	-1.0	0.22164634173040015
书记	词语	1.0	0.12462560758970113
乱伦	基因学	-1.0	-0.23448371520277267
乱码	操作系统	-1.0	-0.003710919834400497
乱码	编码	-1.0	0.09370782910677168
事实	理论	-1.0	-0.31996432625852483
事实	词语	1.0	0.4280652476854723
二人台	内蒙古	-1.0	-0.30889204838713386
二人台	山西	-1.0	-0.3358139922059078
二极管	电子学	-1.0	-0.45029694680093824
二极管	电磁学	-1.0	-0.2368573440700623
二极管	科学	-1.0	-0.2629288627064551
二极管	自然科学	-1.0	-0.5229007926840606
二氧化氯	化学品	1.0	0.4373980304265652
二氧化氯	化学物质	1.0	0.42168378349251384
二氧化氯	毒物	1.0	0.33949686943789587
二氧化氯	氧化物	1.0	0.3573520555484482
二氧化氯	消毒剂	1.0	0.45965612599588945
二氧化碳	无机化学	-1.0	-0.3688137581452005
二百五	语言	-1.0	-0.07730841743941438
二胡	明星	-1.0	0.035052517865580425
二胡	音乐	-1.0	0.07716143383877556
二进制	术语	1.0	0.27952159641492086
二进制	自然科学	-1.0	-0.47025200301505693
云南农业大学	云南	-1.0	-0.3245830188826567
云南大学	云南	-1.0	-0.4146993047705235
云南大学	大学	1.0	0.17379156797450146
云南大学	学校	1.0	0.4402170307765878
云南旅游	丽江	-1.0	-0.20764566270287207
云吞面	食品	1.0	0.4416121427128257
云贵高原	地形	1.0	0.3027108951823737
五一国际劳动节	劳动	-1.0	-0.015108031079526926
五体投地	佛学	-1.0	-0.2870275255648935
五体投地	成语	1.0	0.33283187445861995
五体投地	礼仪	-1.0	-0.4073849844611896
五十步笑百步	寓言	-1.0	-0.28626884725238827
五子棋	民俗	-1.0	0.038280590555090435
五子棋	生活	-1.0	-0.13724140308283792
五谷	农业	-1.0	-0.022513038655506246
五谷	科学	-1.0	-0.23707774836889667
五谷	粮食	1.0	0.044092472940580565
五谷	谷物	1.0	0.12442145675888525
五谷	食品	1.0	0.10872499231794669
井上雄彦	人物	1.0	0.4873591871535758
亚健康	卫生保健	-1.0	-0.27515976169488915
亚健康	康复	-1.0	-0.12949587422626002
亚健康	流行病学	-1.0	-0.03449336714428739
亚健康	生活	-1.0	-0.14878032085681564
亚健康	病理学	-1.0	-0.17435850458558616
亚健康	预防	-1.0	0.04700824725702908
亚洲	东亚	-1.0	-0.19734588668469427
亚洲	伊朗	-1.0	-0.3408658642933386
亚洲	日本	-1.0	-0.23136850105867027
亚洲	西亚	-1.0	-0.29942308395261213
亚洲	韩国	-1.0	-0.1660703160414652
亚硝酸钠	无机化学	-1.0	-0.3064482326454876
亚硝酸钠	自然科学	-1.0	-0.5925300624769284
亚硝酸钠	营养学	-1.0	-0.309488983672413
亚美尼亚	亚洲	-1.0	-0.0679126587506161
亚美尼亚	苏联	-1.0	-0.1032921975547788
交换机	网络	-1.0	0.034580637188414566
产品	市场营销	-1.0	-0.31299364619594533
产品	自然科学	-1.0	-0.32642585775517813
产品	营销	-1.0	-0.10098732581835564
京山县	湖北	-1.0	-0.62433228649561
京杭大运河	水域	1.0	0.3112630733099771
京杭大运河	河流	1.0	0.3499887207511465
人力资本	社会科学	-1.0	-0.3218743071977456
人力资源	求职	-1.0	0.024634294823064527
人力资源	社会科学	-1.0	-0.16367563718742162
人力资源	管理学	-1.0	-0.16860985746876764
人品问题	大学生	-1.0	-0.3037847211275647
人满为患	成语	1.0	0.3338488902473097
仓木麻衣	人物	1.0	0.23815331171247997
仓木麻衣	歌手	1.0	0.16044934560160612
付井镇	河南	-1.0	-0.33008166521149385
付汇	人文科学	-1.0	-0.2726829865114621
付汇	国际金融	-1.0	-0.3971263577155336
仙桃	湖北	-1.0	-0.3765751563699372
代沟	交流	-1.0	-0.18527508150967636
代沟	人际关系	-1.0	-0.050270311220388504
代理服务器	网站	-1.0	0.02588516862095321
代理服务器	虚拟主机	-1.0	0.02851296449759695
代码	信息工程	-1.0	-0.24465545426812998
代码	机械零件	-1.0	-0.10106836334036318
代词	动词	-1.0	0.37112979686668424
代词	北美洲	-1.0	-0.05079277653287532
代词	句子	-1.0	0.338706774232012
代词	社会科学	-1.0	-0.40928258078041607
代词	语言学	-1.0	-0.25461532826019306
代销	电子商务	-1.0	-0.09513072739870658
以太网	自然科学	-1.0	-0.2083069936274963
仰韶文化	古代史	-1.0	-0.22108017648449393
任天堂	公司	1.0	0.05426840084013619
任家萱	明星	1.0	0.20165011036261635
任贤齐	偶像	1.0	0.26668481833542973
任贤齐	明星	1.0	0.22492776240341036
任贤齐	歌手	1.0	0.20866475675912577
任贤齐	港台明星	1.0	0.12067073826718407
任贤齐	演员	1.0	0.3446421427833316
仿生学	海洋学	-1.0	-0.12504895413625208
仿生学	神经学	-1.0	-0.06607240592460488
伊拉克	世界	-1.0	-0.079987319428317
伊拉克	中东	-1.0	-0.20640944230369992
伊拉克	亚洲	-1.0	-0.18896322341932895
伊朗	亚洲	-1.0	-0.1446244482546202
伊藤英明	日剧	-1.0	-0.10088571638318343
休眠期	自然	-1.0	-0.398568928217285
会计	经济学	-1.0	-0.05784364018361194
会计	职业	-1.0	0.06881381437703929
会计	财务管理	-1.0	-0.07162869988713093
会计	货币	-1.0	0.08450652250305966
传真	传真机	-1.0	0.06556899116306288
传真	传输	-1.0	-0.03556728677805325
传真	打印	-1.0	0.07867859064205848
传真	网络传真	-1.0	0.11992607564296301
传神	绘画	-1.0	-0.04689779969333062
传销	绵阳	-1.0	-0.0745818642327277
伪科学	研究	-1.0	-0.13954452741539877
伪科学	空气	-1.0	0.05399781690014772
伪科学	阿拉善	-1.0	-0.026447694365174277
伽玛刀	肿瘤	-1.0	0.2010946899849201
住所	词语	1.0	0.3192044218360198
体细胞	自然科学	-1.0	-0.4559551598285227
体细胞	药品	-1.0	0.24430302288634298
何叔衡	人物	1.0	0.3156808201401054
何叔衡	烈士	1.0	-0.048275368505579806
何叔衡	英雄人物	1.0	0.27183959506173294
何叔衡	革命家	1.0	0.08091169564887994
何叔衡	领导人	1.0	0.02558333932734728
佘诗曼	香港	-1.0	-0.282824906753561
余光中	作家	1.0	0.2570782249692732
余光中	著名作家	1.0	0.18659920353767595
余姚	浙江	-1.0	-0.5186923021320488
余干县	余干	-1.0	-0.23305976788463056
余干县	行政区划	1.0	0.6606278148640001
余杭区	杭州	-1.0	-0.41072795363754117
余杭区	浙江	-1.0	-0.5117439265438962
佛教	信仰	-1.0	-0.05686868730467116
佤族	民族	1.0	0.16402659403204212
佳木斯	城市	1.0	0.19299886093512297
佳木斯	黑龙江	-1.0	-0.4998712060770795
佳木斯大学	佳木斯	-1.0	-0.3388574087037637
侏罗纪	自然科学	-1.0	-0.37994491658459106
供应链	物流	-1.0	-0.054700301354702184
促销	企业	-1.0	-0.03128540285467828
促销	市场营销	-1.0	-0.16671869182590118
保健食品	保健品	1.0	0.3783039862919138
保安族	民族	1.0	0.1369229326531642
保税区	上海	-1.0	-0.3703606973046683
信令	信号	-1.0	0.09618258459492758
信令	无线电	-1.0	-0.0977188983177095
信令	电子	-1.0	-0.15605631115861313
信令	电路	-1.0	0.007676231755664522
信令	通信	-1.0	-0.042407160297972
信噪比	自然科学	-1.0	-0.5008558576880133
信息	传播学	-1.0	-0.1608408095623597
信息	自然科学	-1.0	-0.317941936718093
信息论	地理学	-1.0	-0.11245450879324069
信息论	自然科学	-1.0	-0.37773475924826083
信托公司	经济	-1.0	-0.07455281421733288
信托投资	信托	-1.0	0.04428695798765231
信用证	国际贸易	-1.0	-0.28224771561424283
倒易律	摄影	-1.0	-0.23937232873781153
倒易律	自然科学	-1.0	-0.40423701421228564
倒立	卫生保健	-1.0	-0.32969027178537397
假性近视	疾病	1.0	0.29980368722490375
偏头痛	内科学	-1.0	-0.1851161165467378
偏头痛	卫生保健	-1.0	-0.37606030035020477
偏头痛	生活	-1.0	-0.32276684941099826
健康	神经学	-1.0	-0.09950422360565714
健康	营养学	-1.0	-0.11348563845714912
健身	生活	-1.0	-0.23230921600228027
傅抱石	画家	1.0	0.2813100070164214
傅斯年	五四运动	-1.0	-0.17271873102054508
傅聪	音乐	-1.0	-0.04391865137367179
傣族	中华民族	1.0	-0.036345848497966515
傣族	少数民族	1.0	-0.011371758772543402
傻瓜相机	摄影	-1.0	-0.22768352240443823
像素	度量衡	-1.0	-0.013551440132975037
像素	数码相机	-1.0	0.09553084611264628
像素	自然科学	-1.0	-0.28272140867422724
僧格林沁	人物	1.0	0.5733999804848372
元旦	传统节日	1.0	0.06284650974948378
元旦	节日	1.0	0.09022673995122221
元谋人	云南	-1.0	-0.18044993450191396
元谋人	人类学	-1.0	-0.20215303924068867
光化学	自然科学	-1.0	-0.561841315080834
光圈	佳能	-1.0	4.5067556116979736E-4
光圈	相机	-1.0	0.052961599642010665
光子	粒子	1.0	0.35993823736711716
光良	音乐	-1.0	-0.11869004015734796
克罗地亚	世界	-1.0	-0.004548616273021282
克隆	自然科学	-1.0	-0.424211534793117
免抵退	税收	-1.0	-0.007685720882711282
兖矿集团有限公司	山东	-1.0	-0.2901183909098273
党派	政党	1.0	-0.09892113285531003
全双工	电子科技	-1.0	-0.436648483109638
全慧彬	娱乐	-1.0	-0.3010572205282535
全站仪	测绘	-1.0	-0.21691931568425316
全站仪	测绘学	-1.0	-0.2228170936711751
全聚德	生活	-1.0	-0.4544181405699821
八仙花	植物	1.0	0.4177507276643266
八卦	自然科学	-1.0	-0.3520986634398663
八字	上海	-1.0	-0.1952917785917168
八字	生活	-1.0	-0.30183897347520916
八达岭	人文景观	1.0	0.34673761851902873
八达岭	景点	1.0	0.49505860923773876
公共汽车	生活	-1.0	-0.20874772546224718
公子王孙	词语	1.0	0.2768484572219948
公安机关	安全	-1.0	-0.04254259321823999
六人行	美国	-1.0	-0.23800533248343653
六度	修行	-1.0	-0.2239764381194525
六度	术语	1.0	0.4472950232462295
共同市场	人文科学	-1.0	-0.06426791784693106
共同市场	管理学	-1.0	-0.04157583606324884
关卡	财经	-1.0	-0.20503070956819802
兵行诡道	成语	1.0	0.4187947248935212
兵行诡道	熟语	1.0	0.2368357203625198
兵行诡道	词语	1.0	0.4659988416733869
养眼	生活	-1.0	-0.3314913496592278
内存	数码	-1.0	-0.0675832561870405
内存	船舶	-1.0	-0.0317063533830682
内存条	世界	-1.0	-0.19759721495152152
内核	硬件	-1.0	0.06462056594557161
内黄县	河南	-1.0	-0.6976765797449117
内黄县	行政区划	1.0	0.6316224759993203
冈崎片段	生命科学	-1.0	-0.415463895328328
冈崎片段	自然科学	-1.0	-0.42280148616266383
冯小刚	人物	1.0	0.06999653685719183
冯小刚	名人	1.0	-0.06341524132414786
冯小刚	喜剧演员	1.0	0.2519694147889339
冯小刚	导演	1.0	0.25056149527390675
冯小刚	明星	1.0	0.09299829547403718
冰川	地球	-1.0	0.03712750630598887
冰川	环境	-1.0	-0.12787131640310753
冰肌玉骨	文化	-1.0	-0.2855639988137041
冷却塔	自然科学	-1.0	-0.38363187798001575
冻土	地理学	-1.0	-0.24343732821438097
净资产	创业板	-1.0	0.06234462149284071
净资产	科学	-1.0	-0.21029282357493687
准据法	社会科学	-1.0	-0.277192711508806
减肥	生活	-1.0	-0.3845956016455244
几何学	学科	-1.0	-0.3038448548583139
几何学	生物力学	-1.0	-0.15997374857316893
几内亚	世界	-1.0	-0.05124648276682845
几内亚湾	世界	-1.0	-0.17947031114112197
几内亚湾	几内亚	-1.0	-0.21717014633611792
凹透镜	自然科学	-1.0	-0.5056190055684046
出版	政法	-1.0	-0.23356529647546567
函数	自然科学	-1.0	-0.45016599154794606
分桃	古语	1.0	-0.021401719991259737
分辨率	自然科学	-1.0	-0.3584075969505947
分频器	自然科学	-1.0	-0.4910304863774292
分频器	视频	-1.0	0.06366691212316225
分频器	音箱	-1.0	0.07494003971864976
切变线	天气学	-1.0	-0.22804437275577308
切变线	气象	-1.0	-0.14154294630201814
切变线	自然科学	-1.0	-0.4007425411927652
刘伯坚	红军	-1.0	-0.19945620499404876
刘伯承	人物	1.0	0.33112998033179797
刘伯承	军事家	1.0	0.18197862611392426
刘伯承	十大元帅	1.0	0.06312731690289168
刘伯承	四川人	1.0	-0.010290682450460976
刘伯承	残疾人	1.0	-0.023991801154372185
刘伯承	领导人	1.0	-0.029633708740811383
刘嘉玲	演员	1.0	0.2884200130283432
刘姓	姓氏	1.0	0.052995777160532956
刘少奇	人物	1.0	0.14484773290928338
刘少奇	周恩来	-1.0	-0.11575843723726066
刘少奇	彭德怀	-1.0	-0.15894038796347196
刘少奇	思想家	1.0	0.19896863811975887
刘少奇	湖南人	1.0	0.002371795021013633
刘少奇	邓小平	-1.0	-0.1291018626202895
刘少奇	革命家	1.0	0.03496838684373353
刘少奇	领导人	1.0	0.029728456944512798
刘师培	世界语	-1.0	-0.08961640409356918
刘德华	人物	1.0	0.10994271612494619
刘德华	明星	1.0	0.15262342285023717
刘德华	歌手	1.0	0.15671258337633615
刘德华	演员	1.0	0.32796427971968806
刘德华	艺人	1.0	0.10161292973387807
刘德华	音乐	-1.0	-0.129398803913867
刘歆	文献学	-1.0	-0.1980369204136362
刘海仙	名人	-1.0	-0.1668456770814813
刘淇	履历	-1.0	-0.18711441239333418
刘若英	歌手	1.0	0.1922094523715802
刘若英	演员	1.0	0.3281594585229479
刘辰翁	诗人	1.0	0.22652272085722297
刘铭传	台湾	-1.0	-0.18491752274698184
刚果河	地理学	-1.0	-0.06438059529970203
刚果河	河流	1.0	0.30539000551768697
创造学	理论	-1.0	0.03410345739269761
创造学	科学	-1.0	-0.039448597862018375
利息	会计学	-1.0	-0.30870618754357887
利辛县	地名	1.0	0.316293252747861
利辛县	安徽	-1.0	-0.657131262240953
利辛县	行政区划	1.0	0.6539825676187472
别无长物	成语	1.0	0.45578176182689845
别无长物	熟语	1.0	0.31718069526757836
别无长物	词语	1.0	0.4613746079404905
刷屏	生活	-1.0	-0.16913492202070707
前列腺炎	前列腺	-1.0	0.3147902683367462
前列腺炎	治疗	-1.0	0.32792404493096206
前列腺炎	疾病	1.0	0.4514133918900316
前列腺炎	自然科学	-1.0	-0.31288650420182945
剑桥大学	学校	1.0	0.2898621078877305
剑阁县	四川	-1.0	-0.6526747551474542
剑阁县	广元	-1.0	-0.3983782662006261
剪辑	测绘学	-1.0	-0.22894515553664319
功放	发明	-1.0	-0.1856691483975935
功放	声学	-1.0	-0.2839187471399867
功放	电子科技	-1.0	-0.3391041469889337
功放	自然科学	-1.0	-0.403391929567689
加成反应	理论	-1.0	-0.3021353160476004
